"UTC";"Period";"Wind parks production";"Wind parks production forecast - BRPs";"Wind parks production forecast - system operator"
"1690840800";"01.08.2023 01:00";"25";"22,3";"26,641"
"1690844400";"01.08.2023 02:00";"30,8";"22";"32,561"
"1690848000";"01.08.2023 03:00";"39,5";"29,8";"29,049"
"1690851600";"01.08.2023 04:00";"45,2";"32,8";"39,533"
"1690855200";"01.08.2023 05:00";"44,5";"38,6";"38,357"
"1690858800";"01.08.2023 06:00";"51,5";"42,8";"49,956"
"1690862400";"01.08.2023 07:00";"50,2";"51,2";"60,313"
"1690866000";"01.08.2023 08:00";"60,4";"61,2";"78,611"
"1690869600";"01.08.2023 09:00";"95,9";"76,8";"100,801"
"1690873200";"01.08.2023 10:00";"131,2";"85,2";"98,285"
"1690876800";"01.08.2023 11:00";"155,5";"109,5";"111,638"
"1690880400";"01.08.2023 12:00";"162,2";"122";"99,696"
"1690884000";"01.08.2023 13:00";"152,1";"125,5";"96,933"
"1690887600";"01.08.2023 14:00";"157,1";"117";"118,678"
"1690891200";"01.08.2023 15:00";"147,3";"116,9";"106,063"
"1690894800";"01.08.2023 16:00";"157,4";"105,2";"99,065"
"1690898400";"01.08.2023 17:00";"155,2";"100,1";"85,302"
"1690902000";"01.08.2023 18:00";"141";"103,9";"86,426"
"1690905600";"01.08.2023 19:00";"114,4";"85,1";"87,705"
"1690909200";"01.08.2023 20:00";"95,6";"82,2";"88,586"
"1690912800";"01.08.2023 21:00";"90,4";"82,2";"96,142"
"1690916400";"01.08.2023 22:00";"86";"77,1";"107,731"
"1690920000";"01.08.2023 23:00";"86,9";"82,4";"110,685"
"1690923600";"02.08.2023 00:00";"105,7";"93,4";"106,383"
"1690927200";"02.08.2023 01:00";"128";"115,7";"110,078"
"1690930800";"02.08.2023 02:00";"138,9";"120";"112,036"
"1690934400";"02.08.2023 03:00";"149,8";"115,7";"117,587"
"1690938000";"02.08.2023 04:00";"140,9";"129";"125,857"
"1690941600";"02.08.2023 05:00";"133,7";"135,5";"133,216"
"1690945200";"02.08.2023 06:00";"150,8";"128,7";"131,829"
"1690948800";"02.08.2023 07:00";"157,6";"128,2";"128,671"
"1690952400";"02.08.2023 08:00";"156,7";"126,9";"121,827"
"1690956000";"02.08.2023 09:00";"165,8";"117,6";"119,681"
"1690959600";"02.08.2023 10:00";"165,4";"119";"109,458"
"1690963200";"02.08.2023 11:00";"160";"113,3";"108,795"
"1690966800";"02.08.2023 12:00";"168,2";"102,8";"110,623"
"1690970400";"02.08.2023 13:00";"163,2";"103,9";"103,922"
"1690974000";"02.08.2023 14:00";"120,8";"103,6";"86,525"
"1690977600";"02.08.2023 15:00";"104,8";"86,9";"74,068"
"1690981200";"02.08.2023 16:00";"77,3";"69,8";"72,14"
"1690984800";"02.08.2023 17:00";"61,6";"62,9";"54,19"
"1690988400";"02.08.2023 18:00";"49,8";"49,2";"55,304"
"1690992000";"02.08.2023 19:00";"42";"41,1";"50,651"
"1690995600";"02.08.2023 20:00";"33,4";"41,5";"46,704"
"1690999200";"02.08.2023 21:00";"41,5";"40,5";"43,704"
"1691002800";"02.08.2023 22:00";"40,1";"42,4";"43,546"
"1691006400";"02.08.2023 23:00";"42,7";"44,6";"49,931"
"1691010000";"03.08.2023 00:00";"48,4";"41,8";"44,988"
"1691013600";"03.08.2023 01:00";"50,4";"45,8";"47,645"
"1691017200";"03.08.2023 02:00";"55,3";"43,5";"44,734"
"1691020800";"03.08.2023 03:00";"46,2";"43,1";"49,553"
"1691024400";"03.08.2023 04:00";"43,8";"45,3";"47,568"
"1691028000";"03.08.2023 05:00";"63,6";"41,9";"51,789"
"1691031600";"03.08.2023 06:00";"79,3";"42,6";"50,022"
"1691035200";"03.08.2023 07:00";"81,1";"43,1";"54,367"
"1691038800";"03.08.2023 08:00";"75,6";"47,5";"50,97"
"1691042400";"03.08.2023 09:00";"76,8";"47,7";"47,106"
"1691046000";"03.08.2023 10:00";"83,6";"51,5";"56,065"
"1691049600";"03.08.2023 11:00";"89,2";"64,7";"63,583"
"1691053200";"03.08.2023 12:00";"98,6";"71,3";"67,832"
"1691056800";"03.08.2023 13:00";"92,7";"76";"78,35"
"1691060400";"03.08.2023 14:00";"121,8";"83,3";"90,1"
"1691064000";"03.08.2023 15:00";"105";"94,5";"103,8"
"1691067600";"03.08.2023 16:00";"115,2";"105,5";"124,408"
"1691071200";"03.08.2023 17:00";"120,2";"103,1";"151,765"
"1691074800";"03.08.2023 18:00";"109,1";"101,4";"142,131"
"1691078400";"03.08.2023 19:00";"104";"107,5";"134,508"
"1691082000";"03.08.2023 20:00";"137,6";"95,3";"115,239"
"1691085600";"03.08.2023 21:00";"125,7";"106,6";"116,876"
"1691089200";"03.08.2023 22:00";"108,3";"120,7";"109,295"
"1691092800";"03.08.2023 23:00";"101,4";"108,4";"107,175"
"1691096400";"04.08.2023 00:00";"105,6";"98,6";"120,794"
"1691100000";"04.08.2023 01:00";"116,8";"110,6";"123,152"
"1691103600";"04.08.2023 02:00";"123,6";"113,4";"129,735"
"1691107200";"04.08.2023 03:00";"112";"116,3";"127,747"
"1691110800";"04.08.2023 04:00";"106,5";"119,8";"132,509"
"1691114400";"04.08.2023 05:00";"112,1";"124,5";"129,579"
"1691118000";"04.08.2023 06:00";"112,8";"138,3";"131,553"
"1691121600";"04.08.2023 07:00";"106,4";"147,1";"132,011"
"1691125200";"04.08.2023 08:00";"118,6";"159,2";"131,527"
"1691128800";"04.08.2023 09:00";"132";"169,1";"142,108"
"1691132400";"04.08.2023 10:00";"143,6";"169";"142,089"
"1691136000";"04.08.2023 11:00";"157,3";"185,1";"162,451"
"1691139600";"04.08.2023 12:00";"210,2";"182,3";"180,968"
"1691143200";"04.08.2023 13:00";"229,3";"158,4";"181,429"
"1691146800";"04.08.2023 14:00";"239,4";"176,6";"184,339"
"1691150400";"04.08.2023 15:00";"237,4";"199,3";"192,961"
"1691154000";"04.08.2023 16:00";"239,1";"200,3";"196,553"
"1691157600";"04.08.2023 17:00";"234,7";"209,5";"189,162"
"1691161200";"04.08.2023 18:00";"223,1";"194,4";"179,385"
"1691164800";"04.08.2023 19:00";"207,1";"192,4";"170,952"
"1691168400";"04.08.2023 20:00";"208";"167,6";"154,282"
"1691172000";"04.08.2023 21:00";"184,5";"171,6";"149,998"
"1691175600";"04.08.2023 22:00";"175,3";"160,1";"150,443"
"1691179200";"04.08.2023 23:00";"167,5";"149,1";"143,323"
"1691182800";"05.08.2023 00:00";"153,2";"142,4";"134,266"
"1691186400";"05.08.2023 01:00";"153,7";"125,2";"128,584"
"1691190000";"05.08.2023 02:00";"134,9";"116,6";"116,161"
"1691193600";"05.08.2023 03:00";"115,1";"102,5";"114,981"
"1691197200";"05.08.2023 04:00";"97,2";"92,3";"103,412"
"1691200800";"05.08.2023 05:00";"77,6";"82";"90,875"
"1691204400";"05.08.2023 06:00";"74,5";"64,5";"67,63"
"1691208000";"05.08.2023 07:00";"76,9";"57,9";"65,868"
"1691211600";"05.08.2023 08:00";"76,5";"59,7";"53,038"
"1691215200";"05.08.2023 09:00";"81,8";"58,1";"45,879"
"1691218800";"05.08.2023 10:00";"82,5";"59,5";"43,208"
"1691222400";"05.08.2023 11:00";"83,8";"58,3";"43,027"
"1691226000";"05.08.2023 12:00";"82,1";"55,2";"47,132"
"1691229600";"05.08.2023 13:00";"78,6";"46,2";"47,318"
"1691233200";"05.08.2023 14:00";"67,7";"43,8";"38,337"
"1691236800";"05.08.2023 15:00";"59";"31,7";"38,098"
"1691240400";"05.08.2023 16:00";"39,2";"23,7";"25,823"
"1691244000";"05.08.2023 17:00";"26,6";"14,3";"15,829"
"1691247600";"05.08.2023 18:00";"15,6";"9,3";"11,847"
"1691251200";"05.08.2023 19:00";"8,3";"5,7";"8,645"
"1691254800";"05.08.2023 20:00";"3,2";"3,8";"8,61"
"1691258400";"05.08.2023 21:00";"2,3";"2,8";"9,327"
"1691262000";"05.08.2023 22:00";"3,1";"2,8";"7,229"
"1691265600";"05.08.2023 23:00";"6,5";"4,5";"8,843"
"1691269200";"06.08.2023 00:00";"11,4";"11,8";"6,727"
"1691272800";"06.08.2023 01:00";"22,7";"13,9";"10,199"
"1691276400";"06.08.2023 02:00";"27";"15";"14,749"
"1691280000";"06.08.2023 03:00";"37,9";"21,1";"22,228"
"1691283600";"06.08.2023 04:00";"29";"27,5";"24,931"
"1691287200";"06.08.2023 05:00";"38,9";"34,8";"27,082"
"1691290800";"06.08.2023 06:00";"39,8";"39,2";"32,088"
"1691294400";"06.08.2023 07:00";"48,1";"38,5";"48,375"
"1691298000";"06.08.2023 08:00";"46,7";"45,5";"46,839"
"1691301600";"06.08.2023 09:00";"54,8";"46,2";"52,698"
"1691305200";"06.08.2023 10:00";"74,5";"51,4";"70,474"
"1691308800";"06.08.2023 11:00";"76,2";"69,4";"87,702"
"1691312400";"06.08.2023 12:00";"97,1";"80";"86,645"
"1691316000";"06.08.2023 13:00";"138,3";"83,3";"103,758"
"1691319600";"06.08.2023 14:00";"175,9";"96,1";"113,48"
"1691323200";"06.08.2023 15:00";"188,8";"113,6";"114,422"
"1691326800";"06.08.2023 16:00";"168,2";"118";"122,421"
"1691330400";"06.08.2023 17:00";"142,1";"121,3";"114,297"
"1691334000";"06.08.2023 18:00";"115,3";"105,4";"121,606"
"1691337600";"06.08.2023 19:00";"101,8";"100,5";"126,351"
"1691341200";"06.08.2023 20:00";"108,8";"106";"111,445"
"1691344800";"06.08.2023 21:00";"133,7";"104";"127,926"
"1691348400";"06.08.2023 22:00";"149,3";"119,9";"125,041"
"1691352000";"06.08.2023 23:00";"153,9";"122,9";"139,447"
"1691355600";"07.08.2023 00:00";"158,9";"126,9";"139,272"
"1691359200";"07.08.2023 01:00";"161,4";"126,8";"145,816"
"1691362800";"07.08.2023 02:00";"157,1";"130,5";"151,409"
"1691366400";"07.08.2023 03:00";"157,3";"140,2";"149,921"
"1691370000";"07.08.2023 04:00";"163,5";"139,6";"148,916"
"1691373600";"07.08.2023 05:00";"172,4";"144,1";"136,672"
"1691377200";"07.08.2023 06:00";"174,1";"137,1";"135,914"
"1691380800";"07.08.2023 07:00";"165,4";"145,4";"130,933"
"1691384400";"07.08.2023 08:00";"157,6";"130,9";"131,49"
"1691388000";"07.08.2023 09:00";"161,5";"123,5";"125,7"
"1691391600";"07.08.2023 10:00";"165,1";"123,1";"139,086"
"1691395200";"07.08.2023 11:00";"191";"122,6";"136,698"
"1691398800";"07.08.2023 12:00";"206,6";"136,3";"159,667"
"1691402400";"07.08.2023 13:00";"207,8";"148,3";"166,952"
"1691406000";"07.08.2023 14:00";"208,2";"156,1";"177,09"
"1691409600";"07.08.2023 15:00";"209,1";"163,8";"181,665"
"1691413200";"07.08.2023 16:00";"168,9";"161,8";"183,017"
"1691416800";"07.08.2023 17:00";"129,9";"169,1";"188,112"
"1691420400";"07.08.2023 18:00";"139";"154,2";"177,907"
"1691424000";"07.08.2023 19:00";"128,4";"138,9";"163,251"
"1691427600";"07.08.2023 20:00";"115";"126,7";"142,232"
"1691431200";"07.08.2023 21:00";"119,8";"125,5";"129,823"
"1691434800";"07.08.2023 22:00";"118,3";"112,9";"132,724"
"1691438400";"07.08.2023 23:00";"96,8";"117,9";"131,199"
"1691442000";"08.08.2023 00:00";"101,5";"93,5";"118,479"
"1691445600";"08.08.2023 01:00";"75,6";"71,7";"118,224"
"1691449200";"08.08.2023 02:00";"82,6";"79,8";"145,467"
"1691452800";"08.08.2023 03:00";"90,1";"89";"145,281"
"1691456400";"08.08.2023 04:00";"116,9";"108,5";"143,37"
"1691460000";"08.08.2023 05:00";"126,3";"129,9";"150,324"
"1691463600";"08.08.2023 06:00";"137,6";"136,2";"152,223"
"1691467200";"08.08.2023 07:00";"227,2";"157,7";"158,012"
"1691470800";"08.08.2023 08:00";"255,4";"195,3";"187,083"
"1691474400";"08.08.2023 09:00";"244,7";"221,6";"198,409"
"1691478000";"08.08.2023 10:00";"255";"189,6";"216,667"
"1691481600";"08.08.2023 11:00";"171,1";"161,6";"233,306"
"1691485200";"08.08.2023 12:00";"187,5";"155,7";"240,392"
"1691488800";"08.08.2023 13:00";"218,9";"152,6";"240,184"
"1691492400";"08.08.2023 14:00";"177,1";"154,2";"225,049"
"1691496000";"08.08.2023 15:00";"168,1";"147,9";"219,131"
"1691499600";"08.08.2023 16:00";"151,3";"140,7";"214,394"
"1691503200";"08.08.2023 17:00";"167,6";"142";"200,578"
"1691506800";"08.08.2023 18:00";"192,3";"142,1";"182,801"
"1691510400";"08.08.2023 19:00";"172,6";"153,5";"158,699"
"1691514000";"08.08.2023 20:00";"137,7";"140,3";"137,482"
"1691517600";"08.08.2023 21:00";"123,8";"126,8";"131,609"
"1691521200";"08.08.2023 22:00";"126,5";"118";"123,658"
"1691524800";"08.08.2023 23:00";"125,9";"102,7";"121,942"
"1691528400";"09.08.2023 00:00";"108,1";"98";"94,364"
"1691532000";"09.08.2023 01:00";"99,1";"93,9";"92,198"
"1691535600";"09.08.2023 02:00";"100,3";"86,5";"99,335"
"1691539200";"09.08.2023 03:00";"108,7";"86";"95,785"
"1691542800";"09.08.2023 04:00";"108,3";"87,1";"78,706"
"1691546400";"09.08.2023 05:00";"102,3";"80,3";"72,715"
"1691550000";"09.08.2023 06:00";"89,1";"78,3";"71,78"
"1691553600";"09.08.2023 07:00";"73";"68";"64,725"
"1691557200";"09.08.2023 08:00";"54,3";"61,4";"69,539"
"1691560800";"09.08.2023 09:00";"63,7";"56,8";"66,042"
"1691564400";"09.08.2023 10:00";"86,7";"62,5";"63,63"
"1691568000";"09.08.2023 11:00";"104,5";"69,5";"72,969"
"1691571600";"09.08.2023 12:00";"100,2";"73,2";"53,519"
"1691575200";"09.08.2023 13:00";"92,1";"74";"54,452"
"1691578800";"09.08.2023 14:00";"84,8";"62,5";"62,978"
"1691582400";"09.08.2023 15:00";"84,1";"52,6";"49,347"
"1691586000";"09.08.2023 16:00";"66,6";"49,7";"48,552"
"1691589600";"09.08.2023 17:00";"57";"50,1";"40,22"
"1691593200";"09.08.2023 18:00";"48";"40,6";"31,586"
"1691596800";"09.08.2023 19:00";"44,1";"33,4";"21,167"
"1691600400";"09.08.2023 20:00";"32,6";"32,1";"24,271"
"1691604000";"09.08.2023 21:00";"33,7";"33,3";"29,942"
"1691607600";"09.08.2023 22:00";"31,9";"37,9";"35,458"
"1691611200";"09.08.2023 23:00";"39,1";"43,2";"41,698"
"1691614800";"10.08.2023 00:00";"51,6";"41,9";"35,185"
"1691618400";"10.08.2023 01:00";"57,8";"45,8";"38,754"
"1691622000";"10.08.2023 02:00";"63,6";"47,4";"43,291"
"1691625600";"10.08.2023 03:00";"64,3";"50";"45,254"
"1691629200";"10.08.2023 04:00";"70,7";"53,1";"46,833"
"1691632800";"10.08.2023 05:00";"78,7";"58,5";"57,1"
"1691636400";"10.08.2023 06:00";"73,9";"57";"59,553"
"1691640000";"10.08.2023 07:00";"62,7";"52,5";"53,713"
"1691643600";"10.08.2023 08:00";"52";"45,3";"50,458"
"1691647200";"10.08.2023 09:00";"51,9";"45,7";"56,162"
"1691650800";"10.08.2023 10:00";"65";"54,4";"69,305"
"1691654400";"10.08.2023 11:00";"66,3";"64,3";"84,916"
"1691658000";"10.08.2023 12:00";"73";"71,4";"69,063"
"1691661600";"10.08.2023 13:00";"96,1";"71,9";"74,34"
"1691665200";"10.08.2023 14:00";"106,7";"75,2";"76,664"
"1691668800";"10.08.2023 15:00";"115,8";"79,9";"69,655"
"1691672400";"10.08.2023 16:00";"131,8";"82,1";"67,588"
"1691676000";"10.08.2023 17:00";"94,5";"76,6";"57,612"
"1691679600";"10.08.2023 18:00";"72,2";"69,5";"60,485"
"1691683200";"10.08.2023 19:00";"69,3";"52,3";"53,205"
"1691686800";"10.08.2023 20:00";"57,9";"47,9";"47,254"
"1691690400";"10.08.2023 21:00";"52,8";"52,6";"59,53"
"1691694000";"10.08.2023 22:00";"61,4";"54,5";"59,516"
"1691697600";"10.08.2023 23:00";"66,4";"61,2";"59,909"
"1691701200";"11.08.2023 00:00";"70,2";"66,6";"53,156"
"1691704800";"11.08.2023 01:00";"75,7";"65,6";"54,358"
"1691708400";"11.08.2023 02:00";"73";"61";"56,414"
"1691712000";"11.08.2023 03:00";"70,8";"62,2";"55,904"
"1691715600";"11.08.2023 04:00";"70,7";"60,6";"51,961"
"1691719200";"11.08.2023 05:00";"61,7";"55,3";"51,42"
"1691722800";"11.08.2023 06:00";"61,7";"47,2";"45,307"
"1691726400";"11.08.2023 07:00";"62";"40,2";"43,805"
"1691730000";"11.08.2023 08:00";"55,2";"37,9";"37,319"
"1691733600";"11.08.2023 09:00";"63,1";"30,9";"37,605"
"1691737200";"11.08.2023 10:00";"78,2";"35,3";"34,183"
"1691740800";"11.08.2023 11:00";"70,4";"35,7";"36,194"
"1691744400";"11.08.2023 12:00";"74,9";"35,5";"39,5"
"1691748000";"11.08.2023 13:00";"70,2";"40,3";"39,14"
"1691751600";"11.08.2023 14:00";"62,5";"33,1";"31,245"
"1691755200";"11.08.2023 15:00";"52,5";"27,1";"25,573"
"1691758800";"11.08.2023 16:00";"38,7";"20,6";"20,487"
"1691762400";"11.08.2023 17:00";"28,7";"16,3";"12,549"
"1691766000";"11.08.2023 18:00";"21,4";"18,2";"12,344"
"1691769600";"11.08.2023 19:00";"9,6";"7,3";"7,056"
"1691773200";"11.08.2023 20:00";"7,2";"4,6";"6,762"
"1691776800";"11.08.2023 21:00";"7";"4";"6,863"
"1691780400";"11.08.2023 22:00";"6,3";"4,2";"6,456"
"1691784000";"11.08.2023 23:00";"3,5";"5,2";"7,435"
"1691787600";"12.08.2023 00:00";"4";"5,8";"10,714"
"1691791200";"12.08.2023 01:00";"6,9";"5,5";"15,594"
"1691794800";"12.08.2023 02:00";"13,5";"6,8";"11,524"
"1691798400";"12.08.2023 03:00";"17";"8,4";"14,439"
"1691802000";"12.08.2023 04:00";"17,2";"11,5";"12,743"
"1691805600";"12.08.2023 05:00";"17,6";"10,3";"10,036"
"1691809200";"12.08.2023 06:00";"16,3";"9,3";"10,507"
"1691812800";"12.08.2023 07:00";"16,8";"8,3";"6,859"
"1691816400";"12.08.2023 08:00";"22,2";"7,7";"6,846"
"1691820000";"12.08.2023 09:00";"29,1";"5,5";"6,49"
"1691823600";"12.08.2023 10:00";"32,3";"6,1";"7,021"
"1691827200";"12.08.2023 11:00";"35,8";"6,6";"8,374"
"1691830800";"12.08.2023 12:00";"35,3";"8";"10,142"
"1691834400";"12.08.2023 13:00";"37,4";"8,8";"10,501"
"1691838000";"12.08.2023 14:00";"39,2";"9,9";"10,07"
"1691841600";"12.08.2023 15:00";"39,3";"10,4";"10,892"
"1691845200";"12.08.2023 16:00";"34,3";"10,5";"10,041"
"1691848800";"12.08.2023 17:00";"26,1";"9,8";"9,267"
"1691852400";"12.08.2023 18:00";"17";"8";"7,669"
"1691856000";"12.08.2023 19:00";"8,3";"7,3";"7,577"
"1691859600";"12.08.2023 20:00";"9,1";"7";"8,529"
"1691863200";"12.08.2023 21:00";"10,7";"8,2";"10,294"
"1691866800";"12.08.2023 22:00";"13,1";"9,9";"9,469"
"1691870400";"12.08.2023 23:00";"14,6";"11";"11,582"
"1691874000";"13.08.2023 00:00";"20,1";"12,9";"15,176"
"1691877600";"13.08.2023 01:00";"23,8";"12,3";"16,962"
"1691881200";"13.08.2023 02:00";"32,8";"15,2";"16,392"
"1691884800";"13.08.2023 03:00";"33,1";"19,8";"19,59"
"1691888400";"13.08.2023 04:00";"39,2";"21,9";"21,461"
"1691892000";"13.08.2023 05:00";"42,9";"21,6";"23,826"
"1691895600";"13.08.2023 06:00";"40,9";"25,9";"24,194"
"1691899200";"13.08.2023 07:00";"33,4";"27,6";"23,168"
"1691902800";"13.08.2023 08:00";"38,5";"19";"18,681"
"1691906400";"13.08.2023 09:00";"37,7";"14,5";"17,884"
"1691910000";"13.08.2023 10:00";"42,1";"11,5";"17,585"
"1691913600";"13.08.2023 11:00";"49,4";"12,4";"19,005"
"1691917200";"13.08.2023 12:00";"50,4";"15,1";"19,005"
"1691920800";"13.08.2023 13:00";"47,3";"16,9";"18,419"
"1691924400";"13.08.2023 14:00";"42,4";"17,2";"19,425"
"1691928000";"13.08.2023 15:00";"36,6";"15,9";"19,421"
"1691931600";"13.08.2023 16:00";"28,7";"13,7";"15,58"
"1691935200";"13.08.2023 17:00";"25";"12,2";"17,268"
"1691938800";"13.08.2023 18:00";"17,6";"13,4";"11,578"
"1691942400";"13.08.2023 19:00";"12,6";"12,3";"15,196"
"1691946000";"13.08.2023 20:00";"11,3";"13,8";"11,411"
"1691949600";"13.08.2023 21:00";"11,1";"13,6";"12,642"
"1691953200";"13.08.2023 22:00";"13,4";"13,9";"10,151"
"1691956800";"13.08.2023 23:00";"17,8";"17,4";"16,11"
"1691960400";"14.08.2023 00:00";"26,8";"24,7";"18,385"
"1691964000";"14.08.2023 01:00";"30,6";"24,6";"21,326"
"1691967600";"14.08.2023 02:00";"29,2";"26,6";"22,39"
"1691971200";"14.08.2023 03:00";"43,2";"27,6";"23,007"
"1691974800";"14.08.2023 04:00";"33,2";"31";"25,962"
"1691978400";"14.08.2023 05:00";"30,3";"29,8";"22,083"
"1691982000";"14.08.2023 06:00";"22,9";"23,9";"24,911"
"1691985600";"14.08.2023 07:00";"21,3";"17,6";"16,708"
"1691989200";"14.08.2023 08:00";"20,7";"12,1";"13,846"
"1691992800";"14.08.2023 09:00";"31,1";"11,2";"14,031"
"1691996400";"14.08.2023 10:00";"39,3";"13,1";"14,714"
"1692000000";"14.08.2023 11:00";"43,3";"17,7";"16,502"
"1692003600";"14.08.2023 12:00";"45,5";"19,3";"16,532"
"1692007200";"14.08.2023 13:00";"43,2";"23,6";"20,511"
"1692010800";"14.08.2023 14:00";"48,4";"24,4";"19,35"
"1692014400";"14.08.2023 15:00";"57,5";"26,5";"19,161"
"1692018000";"14.08.2023 16:00";"49,3";"29";"18,157"
"1692021600";"14.08.2023 17:00";"38,8";"25,3";"19,832"
"1692025200";"14.08.2023 18:00";"25,3";"19,6";"16,757"
"1692028800";"14.08.2023 19:00";"21,5";"15,4";"20,223"
"1692032400";"14.08.2023 20:00";"19,2";"17,3";"23,481"
"1692036000";"14.08.2023 21:00";"25,5";"20,2";"33,381"
"1692039600";"14.08.2023 22:00";"29,8";"22,9";"32,219"
"1692043200";"14.08.2023 23:00";"38,9";"24,9";"30,268"
"1692046800";"15.08.2023 00:00";"40";"25,1";"28,417"
"1692050400";"15.08.2023 01:00";"29,3";"22,8";"28,73"
"1692054000";"15.08.2023 02:00";"25,5";"24,7";"30,944"
"1692057600";"15.08.2023 03:00";"20,2";"23,6";"27,96"
"1692061200";"15.08.2023 04:00";"20,4";"20,1";"26,187"
"1692064800";"15.08.2023 05:00";"15,3";"18,1";"23,758"
"1692068400";"15.08.2023 06:00";"17,3";"14,5";"19,683"
"1692072000";"15.08.2023 07:00";"21,7";"12,3";"18,535"
"1692075600";"15.08.2023 08:00";"25,7";"10,6";"9,361"
"1692079200";"15.08.2023 09:00";"28,6";"9,3";"10,011"
"1692082800";"15.08.2023 10:00";"38,1";"7";"11,425"
"1692086400";"15.08.2023 11:00";"42,1";"7,6";"12,673"
"1692090000";"15.08.2023 12:00";"43,9";"8,1";"15,102"
"1692093600";"15.08.2023 13:00";"48";"8,3";"16,143"
"1692097200";"15.08.2023 14:00";"49,2";"9,5";"19,392"
"1692100800";"15.08.2023 15:00";"50,9";"11,1";"20,569"
"1692104400";"15.08.2023 16:00";"52";"13,5";"21,666"
"1692108000";"15.08.2023 17:00";"45,4";"17,3";"22,276"
"1692111600";"15.08.2023 18:00";"45,9";"20,7";"28,223"
"1692115200";"15.08.2023 19:00";"45,4";"29,4";"39,916"
"1692118800";"15.08.2023 20:00";"65";"43,9";"50,104"
"1692122400";"15.08.2023 21:00";"104,8";"63,3";"75,817"
"1692126000";"15.08.2023 22:00";"129,1";"81";"79,676"
"1692129600";"15.08.2023 23:00";"145,5";"95,9";"99,291"
"1692133200";"16.08.2023 00:00";"168,8";"104";"106,616"
"1692136800";"16.08.2023 01:00";"174,2";"118,9";"111,277"
"1692140400";"16.08.2023 02:00";"160,3";"127,3";"108,515"
"1692144000";"16.08.2023 03:00";"160,8";"119,7";"107,499"
"1692147600";"16.08.2023 04:00";"150,3";"110,8";"108,238"
"1692151200";"16.08.2023 05:00";"130,9";"104,6";"94,089"
"1692154800";"16.08.2023 06:00";"124,4";"94,8";"74,913"
"1692158400";"16.08.2023 07:00";"100,4";"64";"56,649"
"1692162000";"16.08.2023 08:00";"89,9";"60,8";"40,299"
"1692165600";"16.08.2023 09:00";"70,5";"44";"28,725"
"1692169200";"16.08.2023 10:00";"60,7";"35";"26,881"
"1692172800";"16.08.2023 11:00";"58,8";"29,3";"19,939"
"1692176400";"16.08.2023 12:00";"50,3";"26,2";"17,34"
"1692180000";"16.08.2023 13:00";"49,4";"22";"13,845"
"1692183600";"16.08.2023 14:00";"54,3";"16,2";"14,636"
"1692187200";"16.08.2023 15:00";"43";"15,5";"10,692"
"1692190800";"16.08.2023 16:00";"31,5";"11,5";"7,235"
"1692194400";"16.08.2023 17:00";"23,2";"9,3";"7,124"
"1692198000";"16.08.2023 18:00";"12,6";"7,4";"6,822"
"1692201600";"16.08.2023 19:00";"7";"5,5";"5,965"
"1692205200";"16.08.2023 20:00";"5";"4,8";"8,942"
"1692208800";"16.08.2023 21:00";"6,3";"6,7";"13,757"
"1692212400";"16.08.2023 22:00";"9";"8,9";"34,419"
"1692216000";"16.08.2023 23:00";"10,9";"11,2";"35,825"
"1692219600";"17.08.2023 00:00";"27,7";"11,6";"14,273"
"1692223200";"17.08.2023 01:00";"40,6";"13,4";"20,68"
"1692226800";"17.08.2023 02:00";"28,9";"17,8";"9,296"
"1692230400";"17.08.2023 03:00";"14,6";"21,3";"12,808"
"1692234000";"17.08.2023 04:00";"13,4";"14,5";"16,622"
"1692237600";"17.08.2023 05:00";"14,3";"13,9";"13,655"
"1692241200";"17.08.2023 06:00";"19,2";"12,1";"8,766"
"1692244800";"17.08.2023 07:00";"16,3";"11,3";"10,58"
"1692248400";"17.08.2023 08:00";"18,7";"9,7";"9,664"
"1692252000";"17.08.2023 09:00";"30,4";"6,8";"10,289"
"1692255600";"17.08.2023 10:00";"35,5";"8,7";"10,438"
"1692259200";"17.08.2023 11:00";"37,9";"10,7";"11,942"
"1692262800";"17.08.2023 12:00";"40,2";"12,1";"17,833"
"1692266400";"17.08.2023 13:00";"49,5";"14,2";"19,904"
"1692270000";"17.08.2023 14:00";"48,2";"19,8";"20,837"
"1692273600";"17.08.2023 15:00";"55,8";"21,1";"21,952"
"1692277200";"17.08.2023 16:00";"54,9";"22,6";"23,156"
"1692280800";"17.08.2023 17:00";"41,2";"23,1";"14,842"
"1692284400";"17.08.2023 18:00";"24";"19,2";"15,879"
"1692288000";"17.08.2023 19:00";"13,9";"14,1";"11,475"
"1692291600";"17.08.2023 20:00";"13,6";"13,6";"14,07"
"1692295200";"17.08.2023 21:00";"19,2";"14,5";"17,723"
"1692298800";"17.08.2023 22:00";"25,5";"16,7";"17,064"
"1692302400";"17.08.2023 23:00";"27";"19,1";"21,532"
"1692306000";"18.08.2023 00:00";"33,4";"20,2";"21,613"
"1692309600";"18.08.2023 01:00";"25,1";"24";"21,412"
"1692313200";"18.08.2023 02:00";"40,3";"26,4";"28,982"
"1692316800";"18.08.2023 03:00";"58,4";"35,8";"38,857"
"1692320400";"18.08.2023 04:00";"71,3";"45";"43,92"
"1692324000";"18.08.2023 05:00";"66,3";"51";"49,856"
"1692327600";"18.08.2023 06:00";"62,9";"46";"54,549"
"1692331200";"18.08.2023 07:00";"54";"45,9";"54,277"
